"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","sigma","NLL","mse"
1,5,7.40505487409785,1.4692608264353,4.81449926993164,4.36171726254022,1.17288110227451,0.0571264532253478,0.696823609857406,0.998194931767901,0.907940223864844,1566.0933264853,0.606291972504848
2,5,5.86165821487875,1.25004708995385,2.87178486206448,4.29932193561641,0.989560331507349,0.140493497953804,0.503742753424711,2.72496979879171,0.96791292231495,1616.44373687484,0.667217774294658
3,5,10.8865969087089,1.702321928908,5.64001719894307,4.3460163476692,0.949481582973117,0.0708816476364952,0.768873176399969,1.14145931024725,0.91415167814978,1570.83850800654,0.631427304227659
4,5,6.36407108986986,1.41238460601825,3.78143221352098,4.28900310712473,0.949543737818436,0.05065403418373,0.413147207786979,0.956686700924918,0.895268853962849,1582.02071485847,0.637704983314713
5,5,5.43390949479606,1.24314395334,4.61432221049216,4.33257158626203,1.06776259261268,0.0357029906103664,1.04276299936223,1.03417443434119,0.870646954546225,1561.4411693087,0.601694687154563
6,5,5.30976221648852,1.20657008469679,4.65343256771155,4.35589802689095,0.986286418999834,0.0612802931348006,0.783237806693546,1.15409096985091,0.88750539720836,1559.17392599016,0.600444462229371
7,5,5.72916066924825,1.24288371726916,4.91169931803575,4.40524292920978,0.956638556084658,0.0369450365077405,0.773059713826067,0.85045517130789,0.895245181853266,1560.22567062997,0.611529596376526
8,5,4.2655047787972,1.09492637068171,4.649451181423,4.44792048767071,1.30697777077082,0.0588340077565181,0.735191630534937,1.01268000087286,0.925898696063084,1566.82679961429,0.599097856178765
9,5,4.29445845148653,1.01329463158782,5.13129621960919,4.32483170877272,0.96048169175138,0.0730943179906768,0.670539862968542,1.0657594150317,0.922792631854103,1562.01973381039,0.618062917746438
10,5,5.01412882111249,0.465514246293631,1.92884117576576,3.69278267916622,1.37463514281072,6.48589855896942e-05,3.80638416283715,0.341751748470013,1.95466542274755,2252.97496445933,2.5517873183985
